"building","day","device","floor","level","mac","name","room","time"
"block-9","Monday","Motorola Moto G (5S)","ground","-87","58:b6:33:26:53:28","IIITV1","9002","15:07:10"
"block-9","Monday","Motorola Moto G (5S)","ground","-81","24:c9:a1:49:a1:58","IIITV2","9002","15:07:10"
"block-9","Monday","Motorola Moto G (5S)","ground","-84","24:c9:a1:09:a1:58","IIITV-Staff","9002","15:07:10"
"block-9","Monday","Motorola Moto G (5S)","ground","-86","24:c9:a1:47:2f:38","IIITV2","9002","15:07:10"
"block-9","Monday","Motorola Moto G (5S)","ground","-70","24:c9:a1:49:a7:28","IIITV2","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-70","24:c9:a1:09:a7:28","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-78","2c:c5:d3:23:c2:38","IIITV1","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-73","2c:c5:d3:63:c2:38","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-70","24:c9:a1:49:9f:08","IIITV2","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-69","24:c9:a1:09:9f:08","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-69","2c:c5:d3:23:c2:3c","IIITV1","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-70","2c:c5:d3:63:c2:3c","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-58","24:c9:a1:49:9a:c8","IIITV2","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-58","24:c9:a1:09:9a:c8","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-78","f0:3e:90:8c:24:78","IIITV2","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-78","f0:3e:90:4c:24:78","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-80","f0:3e:90:0c:24:78","IIITV1","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-66","24:c9:a1:07:29:58","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-66","24:c9:a1:47:29:58","IIITV2","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-75","58:b6:33:26:56:c8","IIITV1","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-75","58:b6:33:66:56:c8","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-60","24:c9:a1:07:2f:38","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-86","58:b6:33:66:53:28","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-87","58:b6:33:26:53:28","IIITV1","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-80","24:c9:a1:49:a1:58","IIITV2","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-80","24:c9:a1:09:a1:58","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-60","24:c9:a1:47:2f:38","IIITV2","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-76","f0:3e:90:8c:29:d8","IIITV2","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-77","f0:3e:90:4c:29:d8","IIITV-Staff","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-77","f0:3e:90:0c:29:d8","IIITV1","9003","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-70","24:c9:a1:49:a7:28","IIITV2","9004","15:07:42"
"block-9","Monday","Motorola Moto G (5S)","ground","-70","24:c9:a1:09:a7:28","IIITV-Staff","9004","15:07:42"
"block-9","Monday","Motorola Moto G (5S)","ground","-81","2c:c5:d3:23:c2:38","IIITV1","9004","15:07:42"
"block-9","Monday","Motorola Moto G (5S)","ground","-73","2c:c5:d3:63:c2:38","IIITV-Staff","9004","15:07:42"
"block-9","Monday","Motorola Moto G (5S)","ground","-70","24:c9:a1:49:9f:08","IIITV2","9004","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-69","24:c9:a1:09:9f:08","IIITV-Staff","9004","15:07:29"
"block-9","Monday","Motorola Moto G (5S)","ground","-69","2c:c5:d3:23:c2:3c","IIITV1","9004","15:07:42"
"block-9","Monday","Motorola Moto G (5S)","ground","-70","2c:c5:d3:63:c2:3c","IIITV-Staff","9004","15:07:42"
"block-9","Monday","Motorola Moto G (5S)","ground","-64","24:c9:a1:49:9a:c8","IIITV2","9004","15:07:42"
